id,name,host_since,host_listings_count,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified
31483782,Kevin,2015-04-18,1,US,N/A,,1,f,t,t
31490741,Daminda,2015-04-19,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
31659671,Michael,2015-04-21,4,"Seattle, Washington, United States",within a few hours,0.7,1,f,t,t
31664755,Natalie,2015-04-21,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
31668017,Andrew,2015-04-21,1,"Seattle, Washington, United States",within a few hours,1,1,t,f,f
31669424,Valerie,2015-04-21,4,"Seattle, Washington, United States",within an hour,1,1,f,t,t
31672756,Simon,2015-04-21,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
31684830,Yedida,2015-04-21,1,"Seattle, Washington, United States",within a day,1,,f,t,t
31730119,Maggie And Luly,2015-04-22,1,"Seattle, Washington, United States",within a few hours,0.83,1,f,t,t
31751507,Rex,2015-04-22,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
31752892,Megan,2015-04-22,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
31800457,Karina,2015-04-23,1,"Seattle, Washington, United States",N/A,,,t,t,t
31883976,Arif,2015-04-24,1,"Seattle, Washington, United States",within an hour,0.89,1,f,t,t
31887689,Sophia,2015-04-25,1,"Seattle, Washington, United States",within an hour,1,,f,t,f
31916919,Pieter,2015-04-25,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
31926188,Andrew,2015-04-25,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
32005391,Veronica,2015-04-26,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
32008173,Amanda,2015-04-26,1,"Seattle, Washington, United States",N/A,,,f,t,t
32013221,Susan,2015-04-26,1,"Seattle, Washington, United States",N/A,,,f,t,f
32020176,Phil,2015-04-27,1,"Seattle, Washington, United States",within a few hours,1,,f,t,t
32052651,Audrey,2015-04-27,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
32059522,Renato,2015-04-27,1,"Seattle, Washington, United States",N/A,,,f,t,t
32069191,David,2015-04-27,1,US,within an hour,1,1,f,t,f
32069664,Jessica,2015-04-27,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
32081109,Noah,2015-04-27,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
32090143,Cailyn,2015-04-27,1,"Seattle, Washington, United States",N/A,,,f,t,t
32099252,Kristin,2015-04-28,1,"Port Orchard, Washington, United States",within an hour,1,,f,t,t
32134569,Kathleen,2015-04-28,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
32154881,Angel,2015-04-28,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
32197370,Michael,2015-04-29,1,US,within a few hours,1,1,f,t,t
32222318,La Dele,2015-04-29,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
32232694,Ben,2015-04-29,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
32238651,Michael,2015-04-30,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
32276233,Gretchen,2015-04-30,1,"Seattle, Washington, United States",N/A,,,f,t,f
32307721,Brian And Lynn,2015-05-01,1,"Seattle, Washington, United States",N/A,,,f,t,t
32377507,Hugo,2015-05-01,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
32381019,Kanjin,2015-05-01,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
32394807,Andreina,2015-05-02,1,"Seattle, Washington, United States",within a day,0.82,1,f,t,t
32426630,Kevin,2015-05-02,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
32433212,Bonnie,2015-05-02,1,US,within a few hours,1,,t,t,f
32522941,Gayle,2015-05-03,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
32532664,Isaiah,2015-05-03,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
32546254,Sierra,2015-05-04,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
32552913,P.H.,2015-05-04,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
32609589,Michelle,2015-05-04,1,US,within a day,1,1,f,t,f
32640082,Malika,2015-05-05,1,US,N/A,,,f,t,f
32689598,Lori,2015-05-05,3,US,within a few hours,0.8,1,f,t,f
32713558,Kary,2015-05-05,1,"Seattle, Washington, United States",N/A,,,f,t,t
32725444,Keith,2015-05-06,1,"Seattle, Washington, United States",within a day,1,,f,t,f
32807985,Ted,2015-05-07,5,"Seattle, Washington, United States",within an hour,1,1,t,t,t
32842054,Meghan,2015-05-07,1,"Seattle, Washington, United States",N/A,,,f,t,f
32916088,LaKell,2015-05-08,1,"Seattle, Washington, United States",within a day,0.78,1,f,t,t
32932119,Tori,2015-05-08,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
32940818,Joe & Ronnimae,2015-05-09,4,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
32998581,Katelynn,2015-05-09,1,US,within an hour,1,1,f,t,t
33030139,Jhene,2015-05-10,1,US,N/A,,,f,t,f
33039203,Tobin,2015-05-10,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
33065911,Cindy,2015-05-10,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
33085192,Michael,2015-05-11,1,"Seattle, Washington, United States",N/A,,,f,t,t
33147763,Tracy,2015-05-11,1,"Seattle, Washington, United States",N/A,,,f,t,f
33164719,Anthony Toto,2015-05-12,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
33203690,Kim,2015-05-12,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
33225983,Jean,2015-05-12,2,"Sammamish, Washington, United States",within an hour,1,1,f,t,t
33236866,Jonathon,2015-05-12,1,"Seattle, Washington, United States",within a day,0.8,1,t,t,f
33271187,Jared,2015-05-13,1,"Seattle, Washington, United States",within a day,1,,t,t,t
33367198,Mark And Marti,2015-05-14,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
33515006,Andrew,2015-05-16,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
33524574,Sharad,2015-05-16,1,"Seattle, Washington, United States",N/A,,,f,t,t
33524725,Ruth,2015-05-16,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
33529240,Kylie,2015-05-16,1,"Seattle, Washington, United States",N/A,,1,f,t,f
33530053,Cameron,2015-05-16,1,US,within an hour,1,1,f,t,f
33601572,Bill,2015-05-17,1,"Seattle, Washington, United States",N/A,,,f,t,f
33601666,Alan,2015-05-17,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
33676845,Jesse,2015-05-18,1,"Seattle, Washington, United States",within a day,0.67,1,f,t,t
33698546,Stone,2015-05-18,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
33705141,Becca,2015-05-19,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
33852132,Evan,2015-05-20,1,"Seattle, Washington, United States",N/A,,,f,t,t
33878833,Srikanth,2015-05-21,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
33899676,Kristina,2015-05-21,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
33915019,Rah-Miel,2015-05-21,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
33923879,Dane & Alanna,2015-05-21,4,"Seattle, Washington, United States",within an hour,1,1,f,t,t
33931765,Michael,2015-05-21,1,"Seattle, Washington, United States",within a few hours,0.9,1,f,t,t
33940698,Daniel,2015-05-21,1,"Austin, Texas, United States",within an hour,1,1,f,t,f
33944952,Timothy,2015-05-21,2,"Seattle, Washington, United States",within an hour,0.94,1,t,t,t
33953025,John,2015-05-22,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
34002693,Jeffrey,2015-05-22,1,"Seattle, Washington, United States",N/A,,1,t,t,t
34049026,Art And Jamie,2015-05-23,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
34051643,Brian,2015-05-23,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
34068092,Taylor,2015-05-23,1,"Seattle, Washington, United States",within a few hours,1,,t,t,t
34143590,Jennifer,2015-05-24,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
34189648,Tara,2015-05-25,1,"Seattle, Washington, United States",within a day,0.83,1,f,t,t
34219060,Cody,2015-05-25,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
34225247,Molly,2015-05-25,1,"Seattle, Washington, United States",N/A,,,f,t,t
34238325,Pamela,2015-05-26,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
34279441,Scott,2015-05-26,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
34297010,David & Nick,2015-05-26,1,"Seattle, Washington, United States",within a few hours,0.8,1,t,t,f
34321359,Colin,2015-05-26,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
34363282,Brad,2015-05-27,1,"Seattle, Washington, United States",N/A,,,f,t,f
34370759,Eric,2015-05-27,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
34392395,Sam,2015-05-27,1,"Seattle, Washington, United States",within a day,0.5,1,f,t,t
34397733,Hannah,2015-05-27,1,"Seattle, Washington, United States",within a day,0.67,1,f,t,t
34409892,Tianliang,2015-05-28,1,"Seattle, Washington, United States",N/A,,,f,t,t
34411679,Kim,2015-05-28,1,US,N/A,,,f,t,f
34472831,Clara,2015-05-28,1,US,N/A,,,f,t,f
34487300,E.J.,2015-05-29,1,US,within a few hours,1,,f,t,t
34556161,Tiffany,2015-05-30,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
34596895,Taylor,2015-05-30,1,"Seattle, Washington, United States",N/A,,,f,t,t
34605512,Linda,2015-05-30,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
34609763,Jonathan,2015-05-30,1,"Seattle, Washington, United States",within a day,0.89,1,f,t,f
34656171,Sharon,2015-05-31,2,"San Jose, California, United States",within a day,1,1,f,t,t
34664295,Sofwa,2015-05-31,1,"Seattle, Washington, United States",N/A,,,f,t,f
34665595,Lisa,2015-05-31,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
34689188,Zachary,2015-05-31,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
34700838,Dan,2015-05-31,1,US,within a day,0.5,,f,t,f
34779932,Marc,2015-06-01,4,"Seattle, Washington, United States",within an hour,1,1,f,t,t
34793330,Maya And Yoav,2015-06-02,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
34818440,Katrina,2015-06-02,1,"Seattle, Washington, United States",N/A,,,f,t,f
34859303,Judy,2015-06-02,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
34872403,Pallavi,2015-06-02,1,"Seattle, Washington, United States",within a few hours,0.9,1,f,t,t
34923136,Noelle,2015-06-03,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
34946797,Linda,2015-06-03,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
34953514,Jeffrey,2015-06-03,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
34959604,Angie,2015-06-04,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
34994802,Marian,2015-06-04,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
35017566,Diann,2015-06-04,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
35097157,You You,2015-06-05,1,US,within a few hours,1,1,f,t,f
35150457,Cody,2015-06-06,1,"Seattle, Washington, United States",N/A,,,f,t,f
35242626,Michael,2015-06-07,1,"Seattle, Washington, United States",N/A,,,f,t,t
35246915,Jaime,2015-06-07,2,"Seattle, Washington, United States",within a day,0.58,1,f,t,t
35316923,James,2015-06-08,3,"Seattle, Washington, United States",within an hour,1,1,f,t,t
35324206,Gracie,2015-06-08,2,"Seattle, Washington, United States",within an hour,1,1,t,t,f
35324229,Cheryl,2015-06-08,1,"Seattle, Washington, United States",within a day,0.5,,f,t,f
35326299,Erica,2015-06-08,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
35332502,Ian,2015-06-08,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
35354152,Johnny,2015-06-09,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
35386308,Stephanie,2015-06-09,1,US,N/A,,,f,t,f
35396029,Nick,2015-06-09,1,"Seattle, Washington, United States",within an hour,0.9,1,f,t,t
35408303,Fabio,2015-06-09,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
35425028,Christy,2015-06-09,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
35444474,Jacqueline,2015-06-10,1,"Seattle, Washington, United States",N/A,,,f,t,f
35492206,Matthew,2015-06-10,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
35566596,Nick,2015-06-11,1,"Seattle, Washington, United States",within a day,0.6,1,f,t,t
35574532,Minako Xin Wei,2015-06-11,1,"Seattle, Washington, United States",N/A,,,f,t,f
35643829,Colette,2015-06-12,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
35662043,Amanda,2015-06-12,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
35674639,Beverly,2015-06-13,1,"Seattle, Washington, United States",within an hour,0.67,1,f,t,f
35740581,J.D.,2015-06-13,1,"Seattle, Washington, United States",N/A,,,f,t,t
35742272,Lisa,2015-06-14,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
35804562,Linda & Bob,2015-06-14,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
35826827,Brian,2015-06-14,1,US,within an hour,1,1,f,t,t
35905805,Helena,2015-06-15,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
35935774,Adrienne,2015-06-16,1,"Seattle, Washington, United States",N/A,,,f,t,f
35961304,Marianne,2015-06-16,6,Seattle/San Fransisco/Taipei,within an hour,0.97,1,f,t,t
35976192,Nikki,2015-06-16,1,US,N/A,,,f,t,f
36057637,Martha,2015-06-17,4,"Seattle, Washington, United States",within an hour,1,1,f,t,t
36063155,Reginald,2015-06-17,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
36085516,Jennifer,2015-06-17,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
36130869,Wafa,2015-06-18,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
36174062,Jillian,2015-06-19,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
36231919,Daniel,2015-06-19,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
36364039,Martin,2015-06-21,1,"Seattle, Washington, United States",N/A,,,f,t,f
36373396,Greg,2015-06-21,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
36383359,Jake,2015-06-21,1,"Bellevue, Washington, United States",N/A,,1,f,t,f
36383433,Chris,2015-06-21,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
36448928,Matt,2015-06-22,1,"Seattle, Washington, United States",N/A,,,f,t,t
36474358,Robin,2015-06-22,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
36501296,Katrina,2015-06-23,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
36552763,Cass,2015-06-23,1,"Seattle, Washington, United States",N/A,,1,f,t,f
36574415,Meg,2015-06-23,1,"Seattle, Washington, United States",within a few hours,0.9,1,f,t,t
36623453,Nick,2015-06-24,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
36633617,Angie,2015-06-24,2,US,within a day,1,1,f,t,t
36652734,Jolanta,2015-06-24,2,"Issaquah, Washington, United States",within an hour,1,1,t,t,t
36654052,Jeremy,2015-06-24,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
36706828,Julia,2015-06-25,1,"Seattle, Washington, United States",N/A,,,f,t,f
36742703,Joel,2015-06-25,1,"Seattle, Washington, United States",N/A,,,f,t,f
36805437,Brooke,2015-06-26,1,"Seattle, Washington, United States",N/A,,,f,t,f
36882932,Bilal,2015-06-27,1,"Seattle, Washington, United States",N/A,,,f,t,t
36896503,Doug,2015-06-27,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
36912090,Yidian,2015-06-28,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
36944932,Joel,2015-06-28,1,"Seattle, Washington, United States",N/A,,,f,t,t
36964583,Kevin,2015-06-28,2,US,within an hour,1,1,f,t,f
36993883,Kate,2015-06-28,4,"Seattle, Washington, United States",N/A,,,f,t,t
36997320,Ramgopal,2015-06-28,1,"Seattle, Washington, United States",N/A,,,f,t,f
37052599,Laurel,2015-06-29,1,"Seattle, Washington, United States",N/A,,,f,t,f
37062229,Jenny,2015-06-29,1,"Alamosa, Colorado, United States",N/A,,,f,t,t
37077010,Annie,2015-06-29,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
37087453,Sare,2015-06-29,1,"Seattle, Washington, United States",within a day,0.5,1,f,t,t
37101658,Heberto,2015-06-30,1,"Seattle, Washington, United States",within a day,1,,f,t,t
37103749,Jorge,2015-06-30,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
37151043,Jessica,2015-06-30,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
37164701,Rachael,2015-06-30,4,US,a few days or more,0.4,1,f,t,f
37224930,Ann,2015-07-01,2,"Seattle, Washington, United States",within an hour,1,1,f,t,f
37283489,Debbie,2015-07-02,2,"Kenmore, Washington, United States",within an hour,1,1,f,t,t
37349992,John & Bridget,2015-07-02,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
37355259,Khadija,2015-07-02,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
37373833,Minh-Chau,2015-07-03,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
37376726,Garrett,2015-07-03,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
37423892,Kevin,2015-07-03,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
37453523,Emily,2015-07-04,1,"Seattle, Washington, United States",within a few hours,0.75,1,f,t,t
37461306,Rory,2015-07-04,2,"Seattle, Washington, United States",within an hour,0.93,1,f,t,t
37479633,Shannon,2015-07-04,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
37483726,Chris,2015-07-04,1,"Seattle, Washington, United States",N/A,,,f,t,t
37512848,Michele,2015-07-04,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
37518072,Brian,2015-07-04,2,"Toronto, Ontario, Canada",within an hour,1,1,f,t,t
37525888,Walter,2015-07-05,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
37584695,Jonathan,2015-07-05,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
37686877,Kelly,2015-07-06,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
37691082,Mik,2015-07-06,1,"Seattle, Washington, United States",N/A,,,f,t,t
37718121,Iulia,2015-07-06,1,"Seattle, Washington, United States",N/A,,,f,t,t
37720556,Brett,2015-07-06,1,"Winston-Salem, North Carolina, United States",within an hour,0.9,1,f,t,t
37723023,Deb,2015-07-06,1,"Seattle, Washington, United States",within a day,0.5,1,f,t,t
37727926,James,2015-07-06,1,"Seattle, Washington, United States",within an hour,0.8,1,f,t,t
37795322,Mie,2015-07-07,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
37801519,Jackie,2015-07-07,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
37883624,Jason,2015-07-08,1,"Seattle, Washington, United States",within a day,0.5,1,t,t,f
37913323,Molly,2015-07-08,1,"Seattle, Washington, United States",within a day,1,1,t,t,f
37938910,Magdalena,2015-07-08,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
37952534,Scott And Delmis,2015-07-09,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
38014746,Desiree,2015-07-09,2,"Seattle, Washington, United States",within a day,0.89,1,f,t,t
38023946,Katie,2015-07-09,1,"Seattle, Washington, United States",N/A,,,f,t,f
38027634,Charlie,2015-07-09,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
38032048,Chen,2015-07-09,1,"Seattle, Washington, United States",within a day,1,,f,t,t
38033593,Nicole,2015-07-09,1,US,N/A,,,f,t,t
38039499,Roie,2015-07-09,1,"Seattle, Washington, United States",N/A,,,f,t,t
38089313,Madison,2015-07-10,1,US,within a day,0.75,1,f,t,f
38090170,Bobby,2015-07-10,1,"Seattle, Washington, United States",within a few hours,0.9,1,t,t,f
38176125,Kenny,2015-07-11,1,"Seattle, Washington, United States",within a few hours,1,,f,t,t
38206131,Kasia,2015-07-12,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,f
38224565,Stella,2015-07-12,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
38245647,Quay&Wren,2015-07-12,2,US,within an hour,1,1,f,t,t
38251968,Jonathan,2015-07-12,1,US,N/A,,,f,t,f
38271728,Emily,2015-07-12,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
38351432,Sare,2015-07-13,1,US,N/A,,1,f,t,t
38360428,Heidi,2015-07-13,1,"Seattle, Washington, United States",N/A,,,f,t,t
38370991,Joel And Sarah,2015-07-13,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
38387186,Jennifer,2015-07-13,2,"Seattle, Washington, United States",within an hour,1,1,f,t,f
38387642,Jennifer,2015-07-13,1,"Houston, Texas, United States",within an hour,1,1,f,t,t
38404316,Julio,2015-07-13,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
38407350,Lisa,2015-07-13,1,"Seattle, Washington, United States",N/A,,,f,t,f
38414268,Matthew,2015-07-14,1,"Seattle, Washington, United States",N/A,,,f,t,t
38463938,O,2015-07-14,1,"Seattle, Washington, United States",within a day,0.9,1,f,t,t
38471924,Brodie,2015-07-14,1,US,within an hour,1,1,f,t,t
38474213,Jessie,2015-07-14,1,"Seattle, Washington, United States",within an hour,0.92,1,t,t,t
38502645,Ron,2015-07-14,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
38514732,Lars,2015-07-14,1,"Seattle, Washington, United States",within an hour,0.91,1,f,t,t
38562686,Jeff,2015-07-15,2,US,N/A,,,f,t,f
38607259,Megan,2015-07-15,1,US,N/A,,,f,t,f
38669130,Michaela,2015-07-16,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
38679095,Nazar,2015-07-16,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
38695481,Todd,2015-07-16,1,US,N/A,,,f,t,f
38755112,Wallace,2015-07-17,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
38805374,Omar,2015-07-18,1,"Seattle, Washington, United States",within a few hours,0.78,,f,t,t
38805757,Chris & Erin,2015-07-18,1,US,N/A,,,f,t,t
38870313,Miles,2015-07-18,1,"Seattle, Washington, United States",N/A,,,f,t,t
38879108,Adriaan,2015-07-18,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
38922755,Lu,2015-07-19,1,US,within a day,1,1,f,t,t
39026781,Eliza,2015-07-20,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
39037843,Joseph,2015-07-20,1,US,within an hour,0.75,1,f,f,f
39170884,Smadar,2015-07-21,1,"Renton, Washington, United States",within an hour,0.9,1,f,t,t
39243231,Meg,2015-07-22,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
39284820,Mandy,2015-07-22,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
39289896,Briar,2015-07-22,1,US,within an hour,0.8,1,f,t,t
39385924,Shannon,2015-07-23,2,"Seattle, Washington, United States",within a day,0.5,1,f,t,f
39401590,Brian,2015-07-24,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
39455401,Anita,2015-07-24,1,"Seattle, Washington, United States",N/A,,,f,t,f
39456755,Jenifer,2015-07-24,1,"Seattle, Washington, United States",within a few hours,0.9,1,f,t,t
39472125,Rick,2015-07-24,1,US,within a day,0.5,,f,t,t
39472587,Kelly,2015-07-24,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
39485528,Sandra,2015-07-25,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
39486339,Jessica,2015-07-25,1,"Seattle, Washington, United States",within an hour,0.9,1,f,t,f
39525512,Cristina,2015-07-25,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
39549545,Alex,2015-07-25,1,"Portland, Oregon, United States",N/A,,,f,t,f
39607395,Elizabeth,2015-07-26,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
39663044,Nicolas,2015-07-27,1,"Seattle, Washington, United States",N/A,,,f,t,t
39743771,Duncan,2015-07-27,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
39772105,Tom,2015-07-28,1,"Seattle, Washington, United States",N/A,,,f,t,f
39833154,Gabbi,2015-07-28,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
39839653,Lisa Marie,2015-07-28,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
39845529,Bethany,2015-07-28,2,"Seattle, Washington, United States",within a day,1,,f,t,t
39863754,Micah Alyn,2015-07-28,1,"Seattle, Washington, United States",a few days or more,0.43,1,f,t,t
39878844,Emily,2015-07-29,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
39884676,Will,2015-07-29,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
39941734,Lynn,2015-07-29,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
39969773,B̩atrice,2015-07-29,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
39970532,Ian,2015-07-29,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
40032160,Irina,2015-07-30,1,"Seattle, Washington, United States",within a day,0.5,1,f,t,f
40122496,David,2015-07-31,1,US,within a few hours,1,1,f,t,f
40134785,S,2015-07-31,1,,N/A,,,f,t,f
40215306,Katie,2015-08-01,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
40298873,Jonathan,2015-08-02,1,"Seattle, Washington, United States",within a few hours,1,,f,t,f
40321471,Li,2015-08-02,1,US,N/A,,,f,t,f
40335071,Kevin,2015-08-02,2,"Kirkland, Washington, United States",within an hour,1,1,f,t,t
40415712,Jim,2015-08-03,1,"Seattle, Washington, United States",N/A,,,f,t,f
40433574,Sarah,2015-08-03,1,"Seattle, Washington, United States",within a day,1,,f,t,f
40439185,Nathan,2015-08-03,1,US,N/A,,,f,t,f
40548312,Angela,2015-08-04,1,US,within an hour,1,1,t,t,t
40550531,Kim,2015-08-05,1,US,within an hour,1,1,f,t,t
40594184,Nora,2015-08-05,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
40604477,Dan,2015-08-05,1,"Seattle, Washington, United States",N/A,,,f,t,f
40638620,Cassandra,2015-08-05,1,"Seattle, Washington, United States",within a day,0.67,1,f,t,t
40716728,Brittany & Daniel,2015-08-06,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
40733844,Trilby,2015-08-06,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
40746071,Darrin,2015-08-06,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
40753107,Leela,2015-08-07,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
40817652,Danielle,2015-08-07,1,"Greenbank, Washington, United States",N/A,,,f,t,f
40861497,Brant,2015-08-08,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
40879225,Theresa And CB,2015-08-08,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
40885963,Michael,2015-08-08,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
40912620,Vivian,2015-08-09,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
40912896,Diane,2015-08-09,1,"San Francisco, California, United States",within a day,1,,f,t,f
41005568,Chad,2015-08-09,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
41006774,Henry,2015-08-10,1,"Seattle, Washington, United States",N/A,,,f,t,f
41055891,Kelly,2015-08-10,1,US,within an hour,0.9,1,f,t,f
41056418,Andy And Betty,2015-08-10,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
41099211,Spencer,2015-08-10,1,US,within a day,1,,f,t,t
41112217,Steven,2015-08-10,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
